id,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
15,2022-11-11,20:45,Serie A,Matchweek 15,Fri,Home,W,2.0,0.0,Cremonese,2.2,1.3,49.0,8077.0,Filippo Bandinelli,4-1-2-1-2◆,Federico Dionisi,Match Report,,13.0,6.0,15.9,1.0,0.0,0.0,2023,Empoli
16,2023-01-04,20:45,Serie A,Matchweek 16,Wed,Away,D,1.0,1.0,Udinese,0.4,1.9,40.0,19237.0,Sebastiano Luperto,4-3-1-2,Marco Serra,Match Report,,6.0,1.0,17.4,0.0,0.0,0.0,2023,Empoli
17,2023-01-08,15:00,Serie A,Matchweek 17,Sun,Away,D,2.0,2.0,Lazio,0.6,0.9,46.0,31000.0,Sebastiano Luperto,4-3-2-1,Ivan Pezzuto,Match Report,,5.0,2.0,13.4,0.0,0.0,0.0,2023,Empoli
18,2023-01-16,20:45,Serie A,Matchweek 18,Mon,Home,W,1.0,0.0,Sampdoria,1.4,0.9,50.0,10364.0,Filippo Bandinelli,4-3-1-2,Alberto Santoro,Match Report,,16.0,5.0,14.3,0.0,0.0,0.0,2023,Empoli
19,2023-01-23,20:45,Serie A,Matchweek 19,Mon,Away,W,1.0,0.0,Inter,0.8,1.4,51.0,,Filippo Bandinelli,4-3-1-2,Antonio Rapuano,Match Report,,13.0,8.0,18.3,1.0,0.0,0.0,2023,Empoli
20,2023-01-28,15:00,Serie A,Matchweek 20,Sat,Home,D,2.0,2.0,Torino,0.6,1.0,47.0,,Filippo Bandinelli,4-3-1-2,Matteo Marcenaro,Match Report,,11.0,4.0,21.2,1.0,0.0,0.0,2023,Empoli
21,2023-02-04,18:00,Serie A,Matchweek 21,Sat,Away,L,0.0,2.0,Roma,1.7,1.2,55.0,,Filippo Bandinelli,4-3-1-2,Federico Dionisi,Match Report,,11.0,2.0,18.9,1.0,0.0,0.0,2023,Empoli
22,2023-02-11,15:00,Serie A,Matchweek 22,Sat,Home,D,2.0,2.0,Spezia,1.5,1.5,64.0,,Filippo Bandinelli,4-3-1-2,Antonio Giua,Match Report,,24.0,8.0,19.1,0.0,0.0,0.0,2023,Empoli
23,2023-02-19,15:00,Serie A,Matchweek 23,Sun,Away,D,1.0,1.0,Fiorentina,0.8,2.2,39.0,,Filippo Bandinelli,4-3-1-2,Alessandro Prontera,Match Report,,5.0,3.0,15.9,0.0,0.0,0.0,2023,Empoli
24,2023-02-25,18:00,Serie A,Matchweek 24,Sat,Home,L,0.0,2.0,Napoli,0.6,2.5,45.0,,Sebastiano Luperto,4-3-1-2,Giovanni Ayroldi,Match Report,,9.0,2.0,24.0,1.0,0.0,0.0,2023,Empoli
25,2023-03-04,15:00,Serie A,Matchweek 25,Sat,Away,L,1.0,2.0,Monza,1.0,0.8,57.0,,Filippo Bandinelli,4-3-1-2,Ermanno Feliciani,Match Report,,18.0,3.0,20.3,0.0,0.0,0.0,2023,Empoli
26,2023-03-11,15:00,Serie A,Matchweek 26,Sat,Home,,,,Udinese,,,,,,,,Head-to-Head,,,,,,,,2023,Empoli
27,2023-03-17,20:45,Serie A,Matchweek 27,Fri,Away,,,,Atalanta,,,,,,,,Head-to-Head,,,,,,,,2023,Empoli
28,2023-04-03,18:30,Serie A,Matchweek 28,Mon,Home,,,,Lecce,,,,,,,,Head-to-Head,,,,,,,,2023,Empoli
29,2023-04-08,16:30,Serie A,Matchweek 29,Sat,Away,,,,Milan,,,,,,,,Head-to-Head,,,,,,,,2023,Empoli
30,2023-04-16,,Serie A,Matchweek 30,Sun,Away,,,,Cremonese,,,,,,,,Head-to-Head,,,,,,,,2023,Empoli
31,2023-04-23,,Serie A,Matchweek 31,Sun,Home,,,,Inter,,,,,,,,Head-to-Head,,,,,,,,2023,Empoli
32,2023-04-30,,Serie A,Matchweek 32,Sun,Away,,,,Sassuolo,,,,,,,,Head-to-Head,,,,,,,,2023,Empoli
33,2023-05-03,,Serie A,Matchweek 33,Wed,Home,,,,Bologna,,,,,,,,Head-to-Head,,,,,,,,2023,Empoli
34,2023-05-07,,Serie A,Matchweek 34,Sun,Home,,,,Salernitana,,,,,,,,Head-to-Head,,,,,,,,2023,Empoli
35,2023-05-14,,Serie A,Matchweek 35,Sun,Away,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,,,,2023,Empoli
36,2023-05-21,,Serie A,Matchweek 36,Sun,Home,,,,Juventus,,,,,,,,Head-to-Head,,,,,,,,2023,Empoli
37,2023-05-28,,Serie A,Matchweek 37,Sun,Away,,,,Hellas Verona,,,,,,,,Head-to-Head,,,,,,,,2023,Empoli
38,2023-06-04,,Serie A,Matchweek 38,Sun,Home,,,,Lazio,,,,,,,,Head-to-Head,,,,,,,,2023,Empoli
1,2022-08-13,20:45,Serie A,Matchweek 1,Sat,Home,L,1.0,2.0,Inter,0.7,2.1,30.0,25353.0,Morten Hjulmand,4-3-3,Alessandro Prontera,Match Report,,10.0,4.0,19.1,2.0,0.0,0.0,2023,Lecce
2,2022-08-20,20:45,Serie A,Matchweek 2,Sat,Away,L,0.0,1.0,Sassuolo,0.5,0.6,41.0,9219.0,Morten Hjulmand,4-3-3,Andrea Colombo,Match Report,,7.0,1.0,19.3,1.0,0.0,0.0,2023,Lecce
3,2022-08-28,20:45,Serie A,Matchweek 3,Sun,Home,D,1.0,1.0,Empoli,0.9,0.4,41.0,23941.0,Morten Hjulmand,4-3-3,Alberto Santoro,Match Report,,15.0,5.0,18.6,0.0,0.0,0.0,2023,Lecce
4,2022-08-31,20:45,Serie A,Matchweek 4,Wed,Away,D,1.0,1.0,Napoli,1.1,1.7,29.0,37573.0,Morten Hjulmand,4-1-4-1,Matteo Marcenaro,Match Report,,8.0,3.0,25.5,1.0,0.0,1.0,2023,Lecce
5,2022-09-05,20:45,Serie A,Matchweek 5,Mon,Away,L,0.0,1.0,Torino,0.3,1.1,41.0,19087.0,Morten Hjulmand,4-1-4-1,Manuel Volpi,Match Report,,9.0,2.0,15.3,1.0,0.0,0.0,2023,Lecce
6,2022-09-11,15:00,Serie A,Matchweek 6,Sun,Home,D,1.0,1.0,Monza,0.9,0.1,53.0,23391.0,Morten Hjulmand,4-3-3,Luca Pairetto,Match Report,,7.0,3.0,14.5,1.0,0.0,0.0,2023,Lecce
7,2022-09-16,20:45,Serie A,Matchweek 7,Fri,Away,W,2.0,1.0,Salernitana,1.5,1.2,42.0,19488.0,Morten Hjulmand,4-3-3,Daniele Doveri,Match Report,,13.0,4.0,20.7,0.0,0.0,0.0,2023,Lecce
8,2022-10-02,15:00,Serie A,Matchweek 8,Sun,Home,D,1.0,1.0,Cremonese,1.0,1.6,54.0,23377.0,Morten Hjulmand,4-1-4-1,Livio Marinelli,Match Report,,5.0,0.0,21.4,0.0,1.0,1.0,2023,Lecce
9,2022-10-09,20:45,Serie A,Matchweek 9,Sun,Away,L,1.0,2.0,Roma,0.3,3.2,34.0,64018.0,Morten Hjulmand,4-3-3,Alessandro Prontera,Match Report,,6.0,3.0,18.0,1.0,0.0,0.0,2023,Lecce
10,2022-10-17,20:45,Serie A,Matchweek 10,Mon,Home,D,1.0,1.0,Fiorentina,1.1,0.5,41.0,24925.0,Gabriel Strefezza,4-3-3,Luca Massimi,Match Report,,6.0,2.0,11.2,0.0,0.0,0.0,2023,Lecce
11,2022-10-23,15:00,Serie A,Matchweek 11,Sun,Away,L,0.0,2.0,Bologna,0.4,1.8,46.0,24206.0,Morten Hjulmand,4-2-3-1,Simone Sozza,Match Report,,8.0,4.0,19.8,0.0,0.0,0.0,2023,Lecce
12,2022-10-29,18:00,Serie A,Matchweek 12,Sat,Home,L,0.0,1.0,Juventus,0.2,0.6,36.0,25860.0,Morten Hjulmand,4-2-3-1,Daniele Chiffi,Match Report,,5.0,0.0,21.7,0.0,0.0,0.0,2023,Lecce
13,2022-11-04,20:45,Serie A,Matchweek 13,Fri,Away,D,1.0,1.0,Udinese,0.7,1.7,43.0,21834.0,Morten Hjulmand,4-3-3,Francesco Fourneau,Match Report,,9.0,1.0,18.9,0.0,0.0,0.0,2023,Lecce
14,2022-11-09,18:30,Serie A,Matchweek 14,Wed,Home,W,2.0,1.0,Atalanta,1.1,1.5,39.0,23797.0,Morten Hjulmand,4-3-3,Gianluca Aureliano,Match Report,,15.0,3.0,19.7,0.0,0.0,0.0,2023,Lecce
15,2022-11-12,18:00,Serie A,Matchweek 15,Sat,Away,W,2.0,0.0,Sampdoria,0.6,0.7,43.0,20211.0,Morten Hjulmand,4-3-3,Daniele Doveri,Match Report,,11.0,3.0,20.1,1.0,0.0,0.0,2023,Lecce
16,2023-01-04,16:30,Serie A,Matchweek 16,Wed,Home,W,2.0,1.0,Lazio,1.3,0.7,41.0,26084.0,Morten Hjulmand,4-3-3,Livio Marinelli,Match Report,,11.0,4.0,19.3,0.0,0.0,0.0,2023,Lecce
17,2023-01-08,15:00,Serie A,Matchweek 17,Sun,Away,D,0.0,0.0,Spezia,1.1,0.9,43.0,7300.0,Gabriel Strefezza,4-3-3,Daniele Chiffi,Match Report,,15.0,4.0,16.5,0.0,0.0,0.0,2023,Lecce
18,2023-01-14,18:00,Serie A,Matchweek 18,Sat,Home,D,2.0,2.0,Milan,1.4,1.4,35.0,25942.0,Morten Hjulmand,4-3-3,Daniele Orsato,Match Report,,17.0,3.0,20.7,1.0,0.0,0.0,2023,Lecce
19,2023-01-21,15:00,Serie A,Matchweek 19,Sat,Away,L,0.0,2.0,Hellas Verona,0.8,0.5,58.0,,Morten Hjulmand,4-3-3,Federico La Penna,Match Report,,9.0,3.0,17.4,0.0,0.0,0.0,2023,Lecce
20,2023-01-27,20:45,Serie A,Matchweek 20,Fri,Home,L,1.0,2.0,Salernitana,1.4,0.9,59.0,,Morten Hjulmand,4-3-3,Davide Massa,Match Report,,15.0,4.0,17.4,0.0,0.0,0.0,2023,Lecce
21,2023-02-04,15:00,Serie A,Matchweek 21,Sat,Away,W,2.0,0.0,Cremonese,1.5,0.6,42.0,,Morten Hjulmand,4-3-3,Daniele Orsato,Match Report,,9.0,4.0,14.8,0.0,0.0,0.0,2023,Lecce
22,2023-02-11,18:00,Serie A,Matchweek 22,Sat,Home,D,1.0,1.0,Roma,0.3,1.7,42.0,,Morten Hjulmand,4-3-3,Gianluca Aureliano,Match Report,,8.0,3.0,21.0,0.0,0.0,0.0,2023,Lecce
23,2023-02-19,12:30,Serie A,Matchweek 23,Sun,Away,W,2.0,1.0,Atalanta,0.5,1.5,30.0,,Morten Hjulmand,4-3-3,Marco Piccinini,Match Report,,4.0,2.0,23.0,0.0,0.0,0.0,2023,Lecce
24,2023-02-25,20:45,Serie A,Matchweek 24,Sat,Home,L,0.0,1.0,Sassuolo,1.2,1.1,42.0,,Morten Hjulmand,4-3-3,Niccolò Baroni,Match Report,,16.0,0.0,18.2,0.0,0.0,0.0,2023,Lecce
25,2023-03-05,18:00,Serie A,Matchweek 25,Sun,Away,L,0.0,2.0,Inter,0.6,0.8,38.0,,Morten Hjulmand,4-3-3,Gianluca Manganiello,Match Report,,11.0,1.0,22.1,0.0,0.0,0.0,2023,Lecce
26,2023-03-12,12:30,Serie A,Matchweek 26,Sun,Home,,,,Torino,,,,,,,,Head-to-Head,,,,,,,,2023,Lecce
27,2023-03-19,15:00,Serie A,Matchweek 27,Sun,Away,,,,Fiorentina,,,,,,,,Head-to-Head,,,,,,,,2023,Lecce
28,2023-04-03,18:30,Serie A,Matchweek 28,Mon,Away,,,,Empoli,,,,,,,,Head-to-Head,,,,,,,,2023,Lecce
29,2023-04-08,12:30,Serie A,Matchweek 29,Sat,Home,,,,Napoli,,,,,,,,Head-to-Head,,,,,,,,2023,Lecce
30,2023-04-16,,Serie A,Matchweek 30,Sun,Home,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,,,,2023,Lecce
31,2023-04-23,,Serie A,Matchweek 31,Sun,Away,,,,Milan,,,,,,,,Head-to-Head,,,,,,,,2023,Lecce
32,2023-04-30,,Serie A,Matchweek 32,Sun,Home,,,,Udinese,,,,,,,,Head-to-Head,,,,,,,,2023,Lecce
33,2023-05-03,,Serie A,Matchweek 33,Wed,Away,,,,Juventus,,,,,,,,Head-to-Head,,,,,,,,2023,Lecce
34,2023-05-07,,Serie A,Matchweek 34,Sun,Home,,,,Hellas Verona,,,,,,,,Head-to-Head,,,,,,,,2023,Lecce
35,2023-05-14,,Serie A,Matchweek 35,Sun,Away,,,,Lazio,,,,,,,,Head-to-Head,,,,,,,,2023,Lecce
36,2023-05-21,,Serie A,Matchweek 36,Sun,Home,,,,Spezia,,,,,,,,Head-to-Head,,,,,,,,2023,Lecce
37,2023-05-28,,Serie A,Matchweek 37,Sun,Away,,,,Monza,,,,,,,,Head-to-Head,,,,,,,,2023,Lecce
38,2023-06-04,,Serie A,Matchweek 38,Sun,Home,,,,Bologna,,,,,,,,Head-to-Head,,,,,,,,2023,Lecce
1,2022-08-14,20:45,Serie A,Matchweek 1,Sun,Home,L,0.0,1.0,Roma,0.6,2.4,51.0,26006.0,Federico Fazio,3-5-2,Simone Sozza,Match Report,,13.0,2.0,22.4,2.0,0.0,0.0,2023,Salernitana
2,2022-08-20,18:30,Serie A,Matchweek 2,Sat,Away,D,0.0,0.0,Udinese,1.5,1.1,52.0,17054.0,Federico Fazio,3-5-2,Gianluca Aureliano,Match Report,,17.0,6.0,18.2,0.0,0.0,0.0,2023,Salernitana
3,2022-08-28,18:30,Serie A,Matchweek 3,Sun,Home,W,4.0,0.0,Sampdoria,1.7,1.8,45.0,19116.0,Federico Fazio,3-5-2,Davide Massa,Match Report,,9.0,6.0,14.9,1.0,0.0,0.0,2023,Salernitana
4,2022-09-01,20:45,Serie A,Matchweek 4,Thu,Away,D,1.0,1.0,Bologna,1.4,1.8,53.0,19787.0,Federico Fazio,3-5-2,Davide Ghersini,Match Report,,20.0,4.0,17.5,0.0,0.0,0.0,2023,Salernitana
5,2022-09-05,18:30,Serie A,Matchweek 5,Mon,Home,D,2.0,2.0,Empoli,1.3,0.9,51.0,18173.0,Federico Fazio,3-5-2,Rosario Abisso,Match Report,,15.0,4.0,19.1,0.0,0.0,0.0,2023,Salernitana
6,2022-09-11,20:45,Serie A,Matchweek 6,Sun,Away,D,2.0,2.0,Juventus,1.6,1.9,39.0,35097.0,Federico Fazio,3-5-2,Matteo Marcenaro,Match Report,,10.0,4.0,23.6,0.0,1.0,1.0,2023,Salernitana
7,2022-09-16,20:45,Serie A,Matchweek 7,Fri,Home,L,1.0,2.0,Lecce,1.2,1.5,58.0,19488.0,Pasquale Mazzocchi,3-5-2,Daniele Doveri,Match Report,,8.0,4.0,12.6,0.0,0.0,0.0,2023,Salernitana
8,2022-10-02,15:00,Serie A,Matchweek 8,Sun,Away,L,0.0,5.0,Sassuolo,0.5,3.2,56.0,15786.0,Pasquale Mazzocchi,3-5-2,Maria Sole Ferrieri Caputi,Match Report,,6.0,1.0,21.0,0.0,0.0,0.0,2023,Salernitana
9,2022-10-09,15:00,Serie A,Matchweek 9,Sun,Home,W,2.0,1.0,Hellas Verona,1.1,0.9,40.0,15922.0,Ivan Radovanović,3-5-2,Davide Ghersini,Match Report,,14.0,4.0,21.7,1.0,0.0,0.0,2023,Salernitana
10,2022-10-16,12:30,Serie A,Matchweek 10,Sun,Away,L,0.0,2.0,Inter,0.4,1.7,39.0,75452.0,Pasquale Mazzocchi,5-3-2,Juan Sacchi,Match Report,,8.0,3.0,22.8,1.0,0.0,0.0,2023,Salernitana
11,2022-10-22,15:00,Serie A,Matchweek 11,Sat,Home,W,1.0,0.0,Spezia,1.6,0.9,44.0,17260.0,Federico Fazio,3-5-2,Daniele Chiffi,Match Report,,17.0,4.0,17.7,0.0,0.0,0.0,2023,Salernitana
12,2022-10-30,18:00,Serie A,Matchweek 12,Sun,Away,W,3.0,1.0,Lazio,1.5,1.9,39.0,40000.0,Federico Fazio,3-5-2,Gianluca Manganiello,Match Report,,10.0,6.0,19.0,0.0,0.0,0.0,2023,Salernitana
13,2022-11-05,15:00,Serie A,Matchweek 13,Sat,Home,D,2.0,2.0,Cremonese,1.3,1.7,51.0,16780.0,Federico Fazio,3-5-2,Matteo Marchetti,Match Report,,10.0,2.0,20.9,0.0,0.0,0.0,2023,Salernitana
14,2022-11-09,20:45,Serie A,Matchweek 14,Wed,Away,L,1.0,2.0,Fiorentina,0.5,2.8,42.0,27329.0,Pasquale Mazzocchi,3-5-2,Federico La Penna,Match Report,,4.0,1.0,15.0,0.0,0.0,0.0,2023,Salernitana
15,2022-11-13,15:00,Serie A,Matchweek 15,Sun,Away,L,0.0,3.0,Monza,0.2,2.4,43.0,12372.0,Pasquale Mazzocchi,3-5-2,Antonio Giua,Match Report,,5.0,0.0,19.3,1.0,0.0,0.0,2023,Salernitana
16,2023-01-04,12:30,Serie A,Matchweek 16,Wed,Home,L,1.0,2.0,Milan,0.7,2.7,44.0,29541.0,Federico Fazio,3-5-2,Francesco Fourneau,Match Report,,8.0,1.0,15.9,0.0,0.0,0.0,2023,Salernitana
17,2023-01-08,12:30,Serie A,Matchweek 17,Sun,Home,D,1.0,1.0,Torino,0.8,2.2,38.0,16300.0,Federico Fazio,3-1-4-2,Andrea Colombo,Match Report,,11.0,4.0,18.4,0.0,0.0,0.0,2023,Salernitana
18,2023-01-15,18:00,Serie A,Matchweek 18,Sun,Away,L,2.0,8.0,Atalanta,1.0,2.9,43.0,18499.0,Federico Fazio,3-4-1-2,Gianluca Aureliano,Match Report,,7.0,2.0,17.0,0.0,0.0,0.0,2023,Salernitana
19,2023-01-21,18:00,Serie A,Matchweek 19,Sat,Home,L,0.0,2.0,Napoli,0.4,1.4,26.0,,Norbert Gyömbér,4-5-1,Daniele Chiffi,Match Report,,5.0,2.0,14.8,0.0,0.0,0.0,2023,Salernitana
20,2023-01-27,20:45,Serie A,Matchweek 20,Fri,Away,W,2.0,1.0,Lecce,0.9,1.4,41.0,,Antonio Candreva,4-3-3,Davide Massa,Match Report,,10.0,6.0,23.8,2.0,0.0,0.0,2023,Salernitana
21,2023-02-07,20:45,Serie A,Matchweek 21,Tue,Home,L,0.0,3.0,Juventus,0.8,2.2,53.0,,Antonio Candreva,4-3-3,Antonio Rapuano,Match Report,,10.0,1.0,21.4,0.0,0.0,0.0,2023,Salernitana
22,2023-02-13,18:30,Serie A,Matchweek 22,Mon,Away,L,0.0,1.0,Hellas Verona,0.9,1.1,63.0,,Luigi Sepe,3-4-1-2,Paolo Valeri,Match Report,,8.0,3.0,22.3,1.0,0.0,0.0,2023,Salernitana
23,2023-02-19,15:00,Serie A,Matchweek 23,Sun,Home,L,0.0,2.0,Lazio,0.4,3.1,35.0,,Antonio Candreva,3-4-3,Rosario Abisso,Match Report,,9.0,2.0,16.5,0.0,0.0,0.0,2023,Salernitana
24,2023-02-26,15:00,Serie A,Matchweek 24,Sun,Home,W,3.0,0.0,Monza,1.9,1.3,38.0,,Antonio Candreva,3-4-3,Livio Marinelli,Match Report,,12.0,5.0,15.1,0.0,0.0,0.0,2023,Salernitana
25,2023-03-05,15:00,Serie A,Matchweek 25,Sun,Away,D,0.0,0.0,Sampdoria,0.9,0.5,44.0,,Antonio Candreva,3-4-3,Davide Massa,Match Report,,10.0,4.0,16.0,1.0,0.0,0.0,2023,Salernitana
26,2023-03-13,20:45,Serie A,Matchweek 26,Mon,Away,,,,Milan,,,,,,,,Head-to-Head,,,,,,,,2023,Salernitana
27,2023-03-18,18:00,Serie A,Matchweek 27,Sat,Home,,,,Bologna,,,,,,,,Head-to-Head,,,,,,,,2023,Salernitana
28,2023-04-02,15:00,Serie A,Matchweek 28,Sun,Away,,,,Spezia,,,,,,,,Head-to-Head,,,,,,,,2023,Salernitana
29,2023-04-08,14:30,Serie A,Matchweek 29,Sat,Home,,,,Inter,,,,,,,,Head-to-Head,,,,,,,,2023,Salernitana
30,2023-04-16,,Serie A,Matchweek 30,Sun,Away,,,,Torino,,,,,,,,Head-to-Head,,,,,,,,2023,Salernitana
31,2023-04-23,,Serie A,Matchweek 31,Sun,Home,,,,Sassuolo,,,,,,,,Head-to-Head,,,,,,,,2023,Salernitana
32,2023-04-30,,Serie A,Matchweek 32,Sun,Away,,,,Napoli,,,,,,,,Head-to-Head,,,,,,,,2023,Salernitana
33,2023-05-03,,Serie A,Matchweek 33,Wed,Home,,,,Fiorentina,,,,,,,,Head-to-Head,,,,,,,,2023,Salernitana
34,2023-05-07,,Serie A,Matchweek 34,Sun,Away,,,,Empoli,,,,,,,,Head-to-Head,,,,,,,,2023,Salernitana
35,2023-05-14,,Serie A,Matchweek 35,Sun,Home,,,,Atalanta,,,,,,,,Head-to-Head,,,,,,,,2023,Salernitana
36,2023-05-21,,Serie A,Matchweek 36,Sun,Away,,,,Roma,,,,,,,,Head-to-Head,,,,,,,,2023,Salernitana
37,2023-05-28,,Serie A,Matchweek 37,Sun,Home,,,,Udinese,,,,,,,,Head-to-Head,,,,,,,,2023,Salernitana
38,2023-06-04,,Serie A,Matchweek 38,Sun,Away,,,,Cremonese,,,,,,,,Head-to-Head,,,,,,,,2023,Salernitana
1,2022-08-14,20:45,Serie A,Matchweek 1,Sun,Home,W,1.0,0.0,Empoli,0.5,0.7,41.0,8360.0,Emmanuel Gyasi,3-5-2,Daniele Chiffi,Match Report,,9.0,2.0,20.1,0.0,0.0,0.0,2023,Spezia
2,2022-08-20,20:45,Serie A,Matchweek 2,Sat,Away,L,0.0,3.0,Inter,0.5,2.1,46.0,71212.0,Emmanuel Gyasi,3-5-2,Davide Ghersini,Match Report,,2.0,0.0,7.7,0.0,0.0,0.0,2023,Spezia
3,2022-08-27,20:45,Serie A,Matchweek 3,Sat,Home,D,2.0,2.0,Sassuolo,1.2,2.8,43.0,6500.0,Emmanuel Gyasi,3-5-2,Francesco Cosso,Match Report,,6.0,1.0,17.7,0.0,1.0,1.0,2023,Spezia
4,2022-08-31,20:45,Serie A,Matchweek 4,Wed,Away,L,0.0,2.0,Juventus,0.2,0.9,50.0,35709.0,Emmanuel Gyasi,3-5-2,Andrea Colombo,Match Report,,9.0,0.0,28.8,0.0,0.0,0.0,2023,Spezia
5,2022-09-04,15:00,Serie A,Matchweek 5,Sun,Home,D,2.0,2.0,Bologna,0.9,0.9,45.0,7555.0,Emmanuel Gyasi,3-5-2,Antonio Giua,Match Report,,15.0,5.0,18.5,0.0,0.0,0.0,2023,Spezia
6,2022-09-10,15:00,Serie A,Matchweek 6,Sat,Away,L,0.0,1.0,Napoli,0.5,2.2,37.0,32839.0,Emmanuel Gyasi,3-5-2,Alberto Santoro,Match Report,,10.0,1.0,17.6,1.0,0.0,0.0,2023,Spezia
7,2022-09-17,18:00,Serie A,Matchweek 7,Sat,Home,W,2.0,1.0,Sampdoria,0.7,0.9,52.0,10000.0,Emmanuel Gyasi,3-5-2,Simone Sozza,Match Report,,6.0,3.0,14.0,0.0,0.0,0.0,2023,Spezia
8,2022-10-02,12:30,Serie A,Matchweek 8,Sun,Away,L,0.0,4.0,Lazio,1.1,2.3,39.0,41000.0,Emmanuel Gyasi,3-5-2,Juan Sacchi,Match Report,,14.0,1.0,18.4,0.0,0.0,0.0,2023,Spezia
9,2022-10-09,15:00,Serie A,Matchweek 9,Sun,Away,L,0.0,2.0,Monza,0.5,0.7,53.0,12094.0,Emmanuel Gyasi,3-5-2,Daniele Perenzoni,Match Report,,10.0,1.0,16.3,1.0,0.0,0.0,2023,Spezia
10,2022-10-16,15:00,Serie A,Matchweek 10,Sun,Home,D,2.0,2.0,Cremonese,1.5,2.1,54.0,8400.0,Emmanuel Gyasi,4-3-3,Gianluca Manganiello,Match Report,,15.0,6.0,19.6,0.0,0.0,0.0,2023,Spezia
12,2022-10-22,15:00,Serie A,Matchweek 11,Sat,Away,L,0.0,1.0,Salernitana,0.9,1.6,56.0,17260.0,Emmanuel Gyasi,3-5-2,Daniele Chiffi,Match Report,,14.0,2.0,19.0,0.0,0.0,0.0,2023,Spezia
13,2022-10-30,15:00,Serie A,Matchweek 12,Sun,Home,L,1.0,2.0,Fiorentina,1.2,2.1,50.0,10500.0,Emmanuel Gyasi,3-5-2,Davide Massa,Match Report,,10.0,6.0,15.7,0.0,0.0,0.0,2023,Spezia
14,2022-11-05,20:45,Serie A,Matchweek 13,Sat,Away,L,1.0,2.0,Milan,1.6,2.2,42.0,71099.0,Mehdi Bourabia,3-5-2,Michael Fabbri,Match Report,,13.0,5.0,16.9,1.0,0.0,0.0,2023,Spezia
15,2022-11-08,18:30,Serie A,Matchweek 14,Tue,Home,D,1.0,1.0,Udinese,2.0,0.6,49.0,6900.0,Daniele Verde,3-5-2,Marco Piccinini,Match Report,,21.0,6.0,13.9,1.0,0.0,0.0,2023,Spezia
16,2022-11-13,15:00,Serie A,Matchweek 15,Sun,Away,W,2.0,1.0,Hellas Verona,0.8,2.1,55.0,18000.0,Emmanuel Gyasi,3-5-2,Fabio Maresca,Match Report,,16.0,9.0,20.8,0.0,0.0,0.0,2023,Spezia
17,2023-01-04,14:30,Serie A,Matchweek 16,Wed,Home,D,2.0,2.0,Atalanta,1.5,2.1,36.0,7417.0,Emmanuel Gyasi,3-5-2,Antonio Giua,Match Report,,7.0,3.0,15.5,0.0,0.0,0.0,2023,Spezia
18,2023-01-08,15:00,Serie A,Matchweek 17,Sun,Home,D,0.0,0.0,Lecce,0.9,1.1,57.0,7300.0,Emmanuel Gyasi,3-5-2,Daniele Chiffi,Match Report,,10.0,2.0,14.6,0.0,0.0,0.0,2023,Spezia
19,2023-01-15,15:00,Serie A,Matchweek 18,Sun,Away,W,1.0,0.0,Torino,1.5,1.0,33.0,15113.0,Emmanuel Gyasi,3-5-2,Davide Ghersini,Match Report,,12.0,4.0,18.3,1.0,1.0,1.0,2023,Spezia
21,2023-01-22,18:00,Serie A,Matchweek 19,Sun,Home,L,0.0,2.0,Roma,0.2,2.0,52.0,,Emmanuel Gyasi,3-4-3,Simone Sozza,Match Report,,8.0,0.0,26.7,1.0,0.0,0.0,2023,Spezia
22,2023-01-27,18:30,Serie A,Matchweek 20,Fri,Away,L,0.0,2.0,Bologna,0.5,1.6,43.0,,Emmanuel Gyasi,3-4-1-2,Luca Massimi,Match Report,,6.0,4.0,20.8,0.0,0.0,0.0,2023,Spezia
23,2023-02-05,12:30,Serie A,Matchweek 21,Sun,Home,L,0.0,3.0,Napoli,0.4,1.9,31.0,,Daniele Verde,3-5-2,Marco Di Bello,Match Report,,9.0,3.0,21.4,0.0,0.0,0.0,2023,Spezia
24,2023-02-11,15:00,Serie A,Matchweek 22,Sat,Away,D,2.0,2.0,Empoli,1.5,1.5,36.0,,Emmanuel Gyasi,3-5-2,Antonio Giua,Match Report,,8.0,2.0,20.2,0.0,1.0,1.0,2023,Spezia
25,2023-02-19,18:00,Serie A,Matchweek 23,Sun,Home,L,0.0,2.0,Juventus,1.2,1.4,59.0,,Emmanuel Gyasi,4-2-3-1,Federico La Penna,Match Report,,18.0,7.0,18.0,0.0,0.0,0.0,2023,Spezia
26,2023-02-26,18:00,Serie A,Matchweek 24,Sun,Away,D,2.0,2.0,Udinese,2.5,2.5,51.0,,Emmanuel Gyasi,4-2-3-1,Matteo Marchetti,Match Report,,9.0,2.0,18.9,0.0,0.0,0.0,2023,Spezia
27,2023-03-05,12:30,Serie A,Matchweek 25,Sun,Home,D,0.0,0.0,Hellas Verona,1.2,1.1,68.0,,Emmanuel Gyasi,4-3-3,Daniele Doveri,Match Report,,20.0,4.0,18.0,0.0,0.0,0.0,2023,Spezia
28,2023-03-10,20:45,Serie A,Matchweek 26,Fri,Home,W,2.0,1.0,Inter,,,31.0,,Emmanuel Gyasi,3-5-2,Livio Marinelli,Match Report,,4.0,2.0,,,1.0,1.0,2023,Spezia
